"County","State","pct_more_65y","pct_less_18y","pct_high_school","pct_asian","pct_black","pct_latino","pct_white","pct_homeownership","households","housing_units","median_value_occupied_units","pers_houshold","median_household_income","income_capita","land_area","lang_other_eng","living_same_house","mean_travel_time_work","pct_female","veterans","pop_2020","pop_2010","pop_square_mile","retail_sales","total_firms","party","diff_Biden_Trump"
"Santa Rosa County","FL",16.3,21.8,91.3,2.2,6.5,5.9,82,76,63514,74433,199200,2.65,67949,31691,1011.61,6.2,81.7,29.7,49,24374,188000,151372,149.6,1259869,10584,"REP",-49773
"Sarasota County","FL",37.3,14,93.1,1.8,4.7,9.6,82.8,74.9,182842,249415,251600,2.26,62236,41081,555.87,12.9,84.8,24.5,52.4,41776,434006,379448,682.6,5751661,43592,"REP",-28260
"Saratoga County","NY",18.8,19.7,94,2.9,2,3.4,90.1,72.2,94406,108311,258300,2.38,84291,43065,809.98,6.4,87.8,25.2,50.6,15389,235509,219607,271.1,2980027,17631,"DEM",7166
"Sargent County","ND",22.7,21.6,91.9,0.9,1.8,3.4,90.7,72.8,1864,2190,110200,2.06,63073,37105,858.51,6,90.5,15,46.7,252,3862,3829,4.5,20872,480,"REP",-528
"Sarpy County","NE",12.1,27.2,95.5,2.7,4.4,10.1,80.1,68.9,66260,71061,195300,2.72,82032,36058,238.99,8.3,84.7,20.8,49.9,17961,190604,158840,664.6,2926381,11541,"REP",-10773
"Sauk County","WI",19.1,22.7,90.9,0.7,1.3,5.4,90.4,68.9,26222,30744,182200,2.41,59943,30990,830.9,6.4,85.6,22,50.2,4127,65763,61976,74.6,990808,5411,"DEM",615
"Saunders County","NE",18.9,24.4,93.2,0.4,0.6,2.4,94.9,78.1,8501,9906,165600,2.46,68682,33851,750.23,2.3,89.3,25.3,49.3,1387,22278,20780,27.7,161665,2410,"REP",-5777
"Sawyer County","WI",26.7,19.2,92.3,0.4,0.7,2.9,76.7,74,7796,16671,168400,2.06,47714,31772,1257.31,4.5,86,21.1,48.8,1290,18074,16557,13.2,238120,2081,"REP",-1411
"Schenectady County","NY",17.3,21.6,90.7,5,12.7,7.4,72.5,65.7,54302,70106,169600,2.77,65499,32417,204.52,9.7,88.7,23.1,51.2,8584,158061,154727,756.6,1821118,10049,"DEM",11724
"Schleicher County","TX",20,23.9,79.6,0.4,1.8,54.6,42.9,78.9,1075,1515,77800,2.77,53229,26560,1310.63,46.1,96.5,26.8,50.4,70,2451,3461,2.6,12253,342,"REP",-729
"Schley County","GA",17.8,23.9,87.6,0.9,20.3,5.7,72.1,71.5,1864,2230,125300,2.8,44448,20965,166.91,1.6,90.7,25.7,52.3,300,4547,5010,30,19345,241,"REP",-1338
"Schoharie County","NY",22.7,17.3,89.7,0.8,1.6,3.4,92.9,75.8,12559,17588,144800,2.38,57714,30397,621.82,4.7,88,30.8,49.9,2384,29714,32749,52.7,319042,2072,"REP",-4558
"Schoolcraft County","MI",27.5,17.2,90.6,0.3,0.4,1.3,85.3,83.7,3468,6401,109900,2.28,45500,24647,1171.36,1.6,90,18.4,50.8,671,8047,8485,7.2,124635,611,"REP",-1501
"Schuyler County","IL",23.4,18.2,89.4,0.4,3.6,2.3,92.9,75.7,2775,3446,86600,2.19,52357,24831,437.27,3.5,86.7,25.4,47.6,494,6902,7544,17.3,38967,543,"REP",-1705
"Schuyler County","MO",19.5,25.7,87.6,0.3,0.1,1.7,96.4,69.3,1475,2100,71200,3.05,42694,19862,307.3,3.5,88.7,27.6,50.4,234,4032,4431,14.4,48362,300,"REP",-1233
"Schuyler County","NY",22,18.6,90.4,0.7,1.1,2,94.6,75.2,7324,9894,133100,2.42,52327,27678,328.33,3.3,93.4,26.3,50.2,1539,17898,18343,55.9,141387,1452,"REP",-1718
"Schuylkill County","PA",20.7,19.7,89.3,0.6,3.6,5.2,90.1,75.7,58749,70013,102100,2.3,52280,27431,778.63,5.2,90.6,26.6,48.8,10717,143049,148289,190.4,1381912,8492,"REP",-28144
"Scioto County","OH",18.6,21.6,84.9,0.4,2.7,1.4,93.2,67.6,29858,34575,97800,2.43,41330,23719,610.21,1.3,85.2,25.3,50.5,4918,74008,79499,130.3,784024,5322,"REP",-13529
"Scotland County","MO",18.5,28.8,79.9,0.2,0.1,1.1,97.1,77.5,1768,2371,113000,2.72,50085,27706,436.67,9.3,86.4,19.8,50.6,236,4716,4843,11.1,39849,539,"REP",-1172
"Scotland County","NC",18.8,23.1,80.2,0.9,38.9,3.3,42.5,60.5,12922,15324,85500,2.53,37238,19052,318.85,4,86.1,23.2,50.4,2199,34174,36157,113.4,351715,2120,"REP",-287
"Scott County","AR",21.4,23,79.1,3.1,0.7,7.9,84.2,73.8,3944,5288,76300,2.61,36092,18281,892.32,3.4,85,24.8,49.3,696,9836,11233,12.6,50360,707,"REP",-2479
"Scott County","IA",16.7,23.6,92.8,2.9,8,7,79.5,69,67021,74929,163200,2.52,61183,33643,458.09,6.6,88.2,18.8,50.9,11851,174669,165224,360.7,3098735,13534,"DEM",3243
"Scott County","IL",19.6,21.1,93.5,0.2,0.6,1.4,96.2,79.9,1939,2451,89200,2.55,57118,27052,250.91,1.4,92.4,27.9,50.8,364,4949,5355,21.3,39059,434,"REP",-1542
"Scott County","IN",17.1,22.5,83.2,0.9,0.5,2.5,95.1,72,8971,10704,103000,2.6,48700,23646,190.4,3.2,86,25.5,51,1556,24384,24181,127,240179,1476,"REP",-4630
"Scott County","KS",20.2,26.3,84.4,1.3,0.8,18.3,78.2,70,1967,2233,136200,2.46,65417,29315,717.54,13.6,84.6,12.6,49.6,185,5151,4936,6.9,56806,398,"REP",-1701
"Scott County","KY",12.4,25.1,91,1.4,5.5,4.3,87,70,20551,23110,189500,2.59,70817,32796,281.77,5,82.7,21.4,50.8,3507,57155,47173,167.4,573312,4132,"REP",-7200
"Scott County","MN",11.3,27.1,94.7,6.4,5.4,5.3,80.1,82.8,49479,52722,299700,2.9,102152,42155,356.48,13.4,89.6,26.1,50.2,5480,150928,129928,364.5,1337067,11337,"REP",-5832
"Scott County","MO",18.6,24,85,0.5,12.1,2.4,83.1,66.7,15230,17342,109200,2.5,44139,24921,419.99,2.7,84.2,20.9,51.5,2732,38059,39191,93.3,415684,2882,"REP",-10016
"Scott County","MS",15.4,26.7,74,0.6,38.6,11.9,48.9,74.1,10180,11810,71300,2.76,34943,22203,609.19,11.6,91.6,26,50.9,1159,27990,28264,46.4,243762,1818,"REP",-1955
"Scott County","TN",17.2,24.1,79.8,0.3,0.3,1.1,97,70,8664,10043,99000,2.49,38864,20849,532.3,1,88.8,27.9,50.9,1406,21850,22228,41.8,153345,1520,"REP",-7018
"Scott County","VA",24.9,17.8,81.4,0.2,0.9,1.5,96.4,77.4,8773,11966,94800,2.41,39820,22898,535.53,1.7,90.7,29.3,49.7,1498,21576,23177,43.3,210545,1151,"REP",-7371
"Scotts Bluff County","NE",19.6,24.7,88,0.9,1.2,24.2,71.6,66.9,14732,16380,128100,2.4,49745,27978,739.4,11.9,84.1,14.3,51.4,2213,36084,36970,50,532480,3066,"REP",-6756
"Screven County","GA",19.5,21.2,83.5,0.7,41,2.5,54.8,73.5,5098,6821,81200,2.66,39842,22213,645.1,2.5,90.9,31.3,50.3,950,14067,14593,22.6,74492,994,"REP",-1254
"Scurry County","TX",15.4,24.8,78.7,0.8,5.5,40.8,52.4,75.2,5941,7219,85500,2.55,54326,24552,905.44,26.3,88.3,15.9,45.9,794,16932,16921,18.7,242292,1298,"REP",-4165
"Searcy County","AR",26,19.5,81.8,0.4,0.5,2.8,92.6,73.9,3327,4948,103500,2.35,36438,20410,666.1,0.8,88.3,27,49.9,682,7828,8195,12.3,49780,690,"REP",-2777
"Sebastian County","AR",16.4,24,84.1,4.7,7,14.8,68.7,58.8,51228,57407,123100,2.45,46228,25961,531.91,15.1,82.6,19,51.1,8542,127799,125744,236.4,1944468,11016,"REP",-16711
"Sedgwick County","CO",27.1,19.6,87,1.4,0.9,16.3,79.9,71.4,967,1432,97100,2.36,43150,27527,548.04,7.1,86.5,21.5,50.3,185,2404,2379,4.3,28083,161,"REP",-820
"Sedgwick County","KS",14.9,25.4,89.6,4.6,9.3,15,67.6,62.9,197229,222269,140700,2.57,56524,29530,997.51,14.7,83.1,19.3,50.6,31794,523824,498365,499.6,7201507,39648,"REP",-26833
"Seminole County","FL",16,20.8,94.3,5,13.1,22.5,58.9,64.6,173668,193936,242600,2.63,66768,35175,309.22,23.4,84.5,27.5,51.6,27558,470856,422718,1367,6972028,46692,"DEM",7287
"Seminole County","GA",23.2,20.8,86,0.8,33.1,3.6,61.4,65.3,3363,4813,81100,2.44,33357,29614,235.23,1.4,92.2,26.7,52,672,9147,8729,37.1,73036,744,"REP",-1357
"Seminole County","OK",18.4,24.5,84.3,0.4,4.3,5.3,64.1,68,9317,11724,74400,2.6,39373,20666,632.84,4.9,86.1,23.4,51,1908,23556,25482,40.3,233466,1853,"REP",-3861
"Seneca County","NY",19.6,20,84.8,0.8,5.4,3.7,88.6,73.9,13564,16432,107100,2.31,54545,28245,323.71,7.3,87,21.7,47.5,2369,33814,35251,108.9,489878,2290,"REP",-1415
"Seneca County","OH",18.6,21.7,91.7,0.8,2.7,5.4,89.2,72.3,21648,24168,106500,2.41,52500,27100,551.02,3.9,85.3,21.9,50,3599,55069,56745,103,586521,3494,"REP",-8820
"Sequatchie County","TN",20.8,20.6,81.6,0.5,0.8,3.7,93.2,74.7,5528,6527,142500,2.64,49370,23050,265.86,3,90.6,34.2,50.5,1262,15826,14112,53.1,103989,1119,"REP",-4557
"Sequoyah County","OK",18.8,23.2,81.3,0.8,1.8,4.3,62.3,71.9,15474,19483,97800,2.67,40351,20384,673.27,4,85.1,25,50.7,2968,39281,42391,63,387675,3104,"REP",-9078
"Sevier County","AR",14.9,28.6,76.5,0.6,4.2,34.3,56,71.4,5885,6999,84300,2.88,47704,22320,565.13,32.6,92,26.4,49.9,908,15839,17058,30.2,190490,1042,"REP",-2768
"Sevier County","TN",20.3,20.4,85,1.2,1.4,6.4,89.4,69.4,37210,58720,175500,2.58,49610,25283,592.5,6.9,86.3,25.8,50.9,6485,98380,89889,151.7,1561092,9157,"REP",-25062
"Sevier County","UT",16.5,28.9,90.6,0.4,0.6,5.5,91.3,78.1,7364,8970,164800,2.84,54799,23514,1910.58,6.1,84.3,17.3,49,1112,21522,20802,10.9,331830,1521,"REP",-7968
"Seward County","KS",10.1,31.9,66.3,3,4.6,63.1,28.9,66.7,7321,8275,105300,2.98,49291,20754,639.5,58.9,83.9,15.5,48.8,541,21964,22952,35.9,317140,1838,"REP",-1549
"Seward County","NE",17.2,23.6,94,0.5,0.8,2.6,94.5,71.7,6600,7262,168200,2.38,70389,32040,571.43,3.3,84.3,21.5,48.8,969,17609,16750,29.3,105630,1400,"REP",-4052
"Shackelford County","TX",21.2,22.8,86.4,0.5,1.8,11.3,85.2,79.6,1317,1787,91400,2.48,46935,24852,914.29,7.1,85.4,21.5,51.1,230,3105,3378,3.7,16127,508,"REP",-1354
"Shannon County","MO",22.6,21.3,80,0.3,0.5,2,93.5,73.4,3064,4174,124900,2.64,34265,17387,1003.82,1.1,84,25.3,50.2,687,7031,8441,8.4,28433,859,"REP",-2459
"Sharkey County","MS",20,24.7,77.5,0.6,71,2.3,25.9,64.1,1751,2158,64400,2.44,29394,19958,431.72,0.1,94.9,23.8,52.2,139,3800,4916,11.4,31541,407,"DEM",777
"Sharp County","AR",26.4,20.5,83.5,0.6,1,2.6,92.8,77.2,7447,9900,80700,2.27,34671,21423,604.44,1.1,83.6,22.2,50.8,1840,17271,17264,28.6,152565,1449,"REP",-4540
"Shasta County","CA",21.1,21.6,91.1,3.1,1.2,10.5,79.2,64,71181,78618,252300,2.47,54667,29720,3775.4,8.3,85.9,20.5,50.9,13808,182155,177223,46.9,2507063,13342,"REP",-30789
"Shawano County","WI",21.6,21.4,91.4,0.5,0.6,2.9,86.2,77.3,17004,20989,136700,2.37,56531,29338,893.06,2.8,90.5,23.6,49.6,2783,40881,41949,47,397144,3375,"REP",-8042
"Shawnee County","KS",18.8,23.3,92.2,1.6,8.5,12.8,73.5,64.4,72267,80227,132500,2.39,56762,30974,544.02,8.3,85.9,18,51.6,12707,178909,177934,327.1,2364323,13147,"DEM",2572
"Sheboygan County","WI",18.5,21.9,93.2,5.8,2.3,6.7,83.5,70,47738,51436,159700,2.35,60696,31510,511.27,9.6,88.2,18.2,49.6,6560,118034,115507,225.9,1400026,7003,"REP",-10508
"Shelby County","AL",16,23.2,92.7,2.3,13.3,5.8,77.2,80.5,79630,89133,211900,2.64,77799,38549,784.93,8.2,86.8,28.9,51.7,12648,223024,195085,248.5,2567384,18665,"REP",-46432
"Shelby County","IA",23.1,22.5,92.4,0.6,1.2,3.3,94.1,77.5,5030,5591,121200,2.27,58000,32703,590.78,2.9,91.1,18.9,50.4,821,11746,12167,20.6,175303,1311,"REP",-2738
"Shelby County","IL",23.2,21.1,92.3,0.3,0.4,1.2,97,81,9189,10639,96500,2.34,52953,27029,758.52,0.8,90.6,24.7,50.2,1502,20990,22363,29.5,155023,1653,"REP",-6922
"Shelby County","IN",17.5,22.6,87.3,0.8,1.4,4.4,92.1,73.3,17823,19500,133200,2.45,60404,29583,411.15,4.2,88.3,24.3,50.3,2936,45055,44436,108.1,502403,3602,"REP",-9545
"Shelby County","KY",15.8,22.4,86.5,1.1,7.3,9.8,80.1,70.2,16624,18448,197300,2.75,67056,32468,379.64,9.2,87.3,26.5,51.3,2473,48065,42074,110.8,569082,3461,"REP",-6978
"Shelby County","MO",21.8,24.1,90.7,0.2,0.9,2.2,95.1,73.8,2432,3201,72200,2.36,44083,24304,500.86,3.6,86.8,21.1,49.7,405,6103,6373,12.7,58939,637,"REP",-2108
"Shelby County","OH",17,24.6,90.2,1.2,2.3,1.6,92.6,71.2,18608,20525,145600,2.6,63806,29381,407.68,2.3,87.5,18.4,49.8,2944,48230,49423,121.2,490002,3147,"REP",-15957
"Shelby County","TN",14,24.8,88.4,2.8,54.3,6.6,35.3,55.1,351194,407273,150400,2.62,51657,30104,763.17,9.6,85.2,22.8,52.6,50343,929744,927644,1215.5,22058481,95433,"DEM",116290
"Shelby County","TX",17.9,26,76.4,1.4,17.8,18.7,61.3,73.6,9293,12432,78100,2.71,42522,21950,795.58,18.2,89.2,25.5,50.4,1143,24022,25448,32,302132,2031,"REP",-5907
"Shenandoah County","VA",22.2,21,87,1.1,2.9,7.4,87.2,70.9,17402,21335,213200,2.46,57252,28882,508.78,7.4,85.7,29.5,50.9,3374,44186,41993,82.5,499549,3319,"REP",-9627
"Sherburne County","MN",11.7,26.2,94.6,1.3,3.2,2.8,90.5,83.6,32206,34757,230500,2.87,89250,35439,432.92,4.9,86.5,32.4,48.7,5201,97183,88499,204.4,795479,7665,"REP",-18157
"Sheridan County","KS",23.7,24.4,96.1,0.4,0.8,5.7,92.2,76.7,1134,1252,113900,2.18,62885,35465,895.96,6,89.3,16,49.5,171,2447,2556,2.9,20966,304,"REP",-1093
"Sheridan County","MT",23.3,20.9,91.9,0.5,0.6,4.2,90.3,78.8,1639,2158,127500,2.07,55521,36091,1677.08,1.4,90.2,17.2,48.6,246,3539,3384,2,61058,605,"REP",-829
"Sheridan County","ND",34.1,17.9,87.5,0.3,0.3,1.4,95,79.8,731,930,84400,1.93,51055,32627,972.38,3.4,88.9,23.7,49.6,98,1265,1321,1.4,5513,144,"REP",-584
"Sheridan County","NE",26.7,22,90.6,0.4,0.4,6.1,80.7,68.8,2273,2912,72300,2.24,45371,29477,2440.86,4.4,86.3,17.9,50.7,470,5127,5469,2.2,55733,677,"REP",-1952
"Sheridan County","WY",21.7,21.1,95.3,0.9,0.9,4.4,91.4,68.8,13251,15214,272400,2.2,60807,35254,2523.99,3.2,84.9,15.3,49.9,2563,30921,29116,11.5,475916,3649,"REP",-7800
"Sherman County","KS",19.5,24.8,92.3,0.5,1.1,12.4,84,66.9,2544,3116,111400,2.25,54754,27919,1056.07,11.4,82.7,12.2,50,240,5927,6010,5.7,132257,740,"REP",-1836
"Sherman County","NE",28.1,21.3,93,0.4,0.3,2.2,96.3,77.2,1368,1958,88700,2.17,50781,28448,565.83,3.3,94.4,25,50.9,183,2959,3152,5.6,59084,329,"REP",-979
"Sherman County","OR",25.4,18.9,89.3,0.8,0.4,6.9,87.7,64.6,748,943,159800,2.18,51071,31615,823.69,3.4,89.4,24.5,48,178,1870,1765,2.1,10440,136,"REP",-661
"Sherman County","TX",15.3,26.7,79,0.8,1.9,44.2,52.9,72.6,1019,1350,99800,2.97,51926,30467,923.04,36.4,92.9,22.7,47.8,150,2782,3034,3.3,28484,311,"REP",-795
"Shiawassee County","MI",19,20.8,92.2,0.5,0.8,3.1,93.8,75.6,27593,30269,122300,2.45,56032,28437,530.67,1.7,90.2,27.1,50.4,4768,68094,70648,133.1,713931,5055,"REP",-7802
"Shoshone County","ID",23.1,20.5,86.2,0.7,0.7,3.6,91.1,70,5466,7164,127900,2.25,39386,23987,2629.67,4.4,81.7,20,49.7,1226,13169,12765,4.9,518234,797,"REP",-2523
"Sibley County","MN",18.9,23,90.7,0.7,0.8,9.3,88,79.1,6031,6630,159200,2.43,63439,32016,588.78,9.5,91.9,25.6,49.5,780,14836,15226,25.9,75851,1233,"REP",-3447
"Sierra County","CA",32,16.5,92.4,0.9,0.7,12.7,82.1,75.4,1319,2368,231400,2.28,52148,33747,953.21,9.7,94.7,30.6,49.8,292,3236,3240,3.4,5072,269,"REP",-412
"Sierra County","NM",37.4,15.8,84,1,0.8,31,64,73.9,5555,8602,117400,1.94,29755,25344,4178.96,20.4,90.8,18.2,49.8,1442,11576,11988,2.9,102090,837,"REP",-1277
"Silver Bow County","MT",19.5,20.2,92.5,0.7,0.7,4.7,90.2,68.9,14960,17466,149800,2.24,45718,27706,718.48,3.2,83.6,15.3,49.7,2699,35133,34200,47.6,610060,3068,"DEM",2647
"Simpson County","KY",16.7,23.7,87,0.8,9.6,2.6,85,65,7028,8033,135200,2.53,48623,24458,234.2,2.7,90.3,20.3,50.9,1091,19594,17327,74,389598,1531,"REP",-3207
"Simpson County","MS",18.1,23.3,79.7,0.6,35.2,1.9,61.5,79.7,9486,12288,87900,2.77,43850,23520,589.16,1.7,86.7,32,51.6,1389,25949,27503,46.7,234747,2142,"REP",-3598
"Sioux County","IA",16.3,26.9,90.2,0.9,0.8,11.2,86.5,80.3,12248,13141,167500,2.66,69844,29360,768.33,9.1,90.6,12.9,49.7,1454,35872,33704,43.9,433310,3219,"REP",-12661
"Sioux County","ND",8.5,35.8,83.7,0.2,0.7,5.1,12.5,43.4,1112,1353,83800,3.88,38939,15649,1094.09,5.3,88.4,18.3,49.9,157,3898,4153,3.8,10033,204,"DEM",546
"Sioux County","NE",30.5,17.3,93.2,0.3,0.3,5.3,91.6,72.1,544,828,117700,2.24,48269,28646,2066.74,2.8,94.5,21.6,48.3,87,1135,1311,0.6,8002,48,"REP",-570
"Siskiyou County","CA",26.1,20.1,90.2,1.6,1.5,13.2,75.2,65,19240,24226,198900,2.23,45241,28615,6277.89,8.9,83.4,18.4,50.3,3871,44076,44900,7.2,426654,3489,"REP",-3697
"Skagit County","WA",21.5,21.5,90.2,2.3,1.1,18.6,74.1,68.6,48493,54914,306000,2.55,67028,33168,1731.2,17.1,84.4,26,50.5,10877,129523,116901,67.5,1999168,9505,"DEM",5490
"Skamania County","WA",22.1,18.3,91.6,1.1,0.7,6.8,87,74.5,4816,5992,296700,2.43,65181,32221,1655.68,4.1,91.6,29.9,49.1,1170,12036,11066,6.7,25226,752,"REP",-693
"Slope County","ND",23.7,20.3,90.1,0.6,1.1,4.1,93.1,82.2,326,456,101800,2.28,63611,33798,1214.92,1.1,97.7,24.4,48,43,706,727,0.6,8002,53,"REP",-336
"Smith County","KS",28,20.7,93,0.5,0.3,2.3,94.2,77.1,1701,2232,70200,2.09,43429,28994,895.47,1.2,87.7,14.4,49.7,305,3570,3853,4.3,67418,456,"REP",-1406
"Smith County","MS",20.5,22.9,79.2,0.1,23.7,1.8,73.9,83,5820,7439,102600,2.73,43105,23698,636.25,2,94.6,34.2,51.7,810,14209,16491,25.9,47195,936,"REP",-4667
"Smith County","TN",17.3,22.3,85.3,0.5,2.3,3.1,92.6,73.9,7603,8898,146900,2.57,48068,28797,314.29,1.9,91,31.3,50.3,1089,19904,19166,61,158860,1349,"REP",-5334
"Smith County","TX",16.9,24.4,85.8,1.6,17.8,20.1,59.1,66.4,77678,91845,158600,2.86,56810,28483,921.45,16.8,87.1,24.4,51.8,11784,233479,209714,227.6,3388949,19447,"REP",-39465
"Smyth County","VA",22.6,19.1,83.3,0.5,2.5,2,94,71.5,12686,15352,95800,2.36,40932,21605,450.93,2.6,88.2,21.9,51.1,2147,29800,32208,71.4,271994,2013,"REP",-7955
"Snohomish County","WA",14,22.4,92.3,12,3.8,10.6,68.1,67.1,293823,318057,403000,2.68,86691,39527,2087.27,21.4,84.2,32.6,49.8,51606,827957,713335,341.8,9130759,54719,"DEM",90300
"Snyder County","PA",19.5,20.7,86.6,0.7,1.4,2.2,94.9,72.2,14794,16530,166100,2.58,58997,27482,328.71,9.1,88.5,23.4,50.4,2201,39736,39702,120.8,630192,3550,"REP",-9073
"Socorro County","NM",20.1,22.2,81.8,2.3,1.4,49.8,33.5,73.4,4520,8289,124100,3.62,42083,18948,6646.68,39.1,88.6,19.6,50.1,1173,16595,17866,2.7,119801,961,"DEM",467
"Solano County","CA",16.3,22,88.4,16.2,14.8,27.3,37.2,61.5,149865,159806,406900,2.88,81472,35400,821.77,29.9,85.6,33.2,50.2,33337,453491,413344,503,5106627,25724,"DEM",62333
"Somerset County","MD",17.3,16.9,81.3,1,41.5,4,51.4,65,8574,11476,139100,2.3,37803,18772,319.72,5.9,83.2,24.4,45.9,1490,24620,26470,82.8,112241,1692,"REP",-1498
"Somerset County","NJ",16.2,21.5,94.5,18.8,10.5,15.2,54.8,75.8,118193,127513,430700,2.75,113611,55828,301.81,31.4,90.8,32.5,51.1,9579,345361,323444,1071.7,5609291,32335,"DEM",39177
"Somerset County","PA",23,17.7,88.2,0.5,3.1,1.6,94.1,78.1,29644,38585,107000,2.33,49089,25781,1074.37,4.1,91.4,25.2,47.7,5847,74129,77742,72.4,781086,5941,"REP",-22812
"Somervell County","TX",19.4,22,89.6,1.1,1.3,18.1,77.8,80.3,3123,3907,219000,2.73,60632,29449,186.46,10.2,89.5,30,50.6,476,9205,8490,45.5,47757,730,"REP",-3337
"Sonoma County","CA",20.7,19.3,88.8,4.6,2.1,27.3,62.9,61.5,189374,208305,609600,2.59,81018,42178,1575.85,25.6,86.5,25.6,51.2,25613,488863,483878,307.1,6016331,52975,"DEM",138113
"Southampton County","VA",20.8,18.6,84.8,0.5,34.7,2,61,74.8,6562,7673,178500,2.5,61348,26600,599.15,1.6,87.9,31,48.3,1852,17996,18570,31,55663,1050,"REP",-1761
"Spalding County","GA",18.3,23.5,81.9,1,34.9,5,57.5,62.5,24336,27795,122800,2.63,47111,24582,196.47,4.1,89,29.2,52,4422,67306,64073,326.1,638821,5364,"REP",-6276
"Spartanburg County","SC",16.4,23.1,85.7,2.6,20.9,7.3,67.8,70.6,116645,134023,141400,2.57,52332,27240,807.93,10.1,85.5,23,51.4,18155,327997,284307,351.9,3966747,21249,"REP",-40634
"Spencer County","IN",20,21.6,90.5,0.3,1,3,94.6,81.9,8127,9182,127700,2.48,57305,31287,396.74,3,90.9,26.3,49.6,1657,19810,20952,52.8,130084,1540,"REP",-4144
"Spencer County","KY",14.6,22.5,90.4,0.4,1.8,2.8,93.6,85.1,6763,7521,213300,2.74,80166,33661,186.68,1.7,90.2,32.6,49.3,1115,19490,17061,91.4,81095,1006,"REP",-6207
"Spink County","SD",21.2,23,91.1,0.2,0.7,3.4,93.4,74.2,2624,3269,82800,2.42,54423,35393,1503.93,5.6,89.4,15.5,49.8,444,6361,6415,4.3,46140,687,"REP",-1106
"Spokane County","WA",16.6,22,93.8,2.4,2,6.1,84,62.4,202811,223079,224800,2.41,56904,31146,1763.79,7.4,80.6,22,50.4,43294,539339,471221,267.2,6560827,36392,"REP",-12811
"Spotsylvania County","VA",14.7,24.5,91.2,2.8,17.5,10.7,66.6,78.1,44436,49599,284000,2.98,88628,37212,401.5,10.1,87.9,38.3,50.8,14009,140032,122397,304.9,2160088,9151,"REP",-5104
"St. Bernard Parish","LA",12,26.5,80.2,2.3,24,10.3,61.7,67.7,15005,17268,151300,3.06,44661,20763,377.52,9.3,88.1,27.7,51,1644,43764,35897,95.1,392214,3665,"REP",-5028
"St. Charles County","MO",15.8,23,94.8,2.8,5.3,3.4,86.6,80.6,146631,158393,219100,2.64,84978,38943,560.44,5.8,89.2,25.8,50.9,24194,405262,360485,643.2,4971679,28383,"REP",-38859
"St. Charles Parish","LA",14.1,24.2,90,1.1,26.5,6.4,64.8,80.7,19212,21000,201700,2.72,69019,32935,279.08,7.1,91.7,28,51,2753,52549,52780,189.1,402903,4349,"REP",-8433
"St. Clair County","AL",16.9,22.5,84.6,0.9,9.7,2.4,85.4,79.9,32036,37258,154900,2.68,58308,26409,631.9,2.6,88,29.6,50.5,6296,91103,83593,132.3,704432,6119,"REP",-28422
"St. Clair County","IL",16.4,23.3,91.1,1.6,30.6,4.3,61.2,65.2,104105,121079,128000,2.48,55179,30807,657.76,5.7,87.2,25,51.8,24608,257400,270056,410.6,3234241,18397,"DEM",11175
"St. Clair County","MI",19.4,20.5,90.8,0.6,2.6,3.5,91,77.3,64850,72584,154300,2.43,56951,30703,721.17,3,86.7,29.3,50.3,11243,160383,163040,226.1,1759966,12391,"REP",-27822
"St. Clair County","MO",27.6,19.8,84.5,0.3,0.7,2.3,94.4,78.3,4139,5650,91900,2.19,38870,22520,669.98,1.7,85,28.4,49.4,1035,9284,9805,14.6,87877,771,"REP",-2944
"St. Croix County","WI",14.7,24.5,96.2,1.1,0.9,2.6,93.6,76.8,34182,36822,244500,2.57,84756,39287,722.33,3.9,88.9,27.3,50,4700,93536,84345,116.8,1107727,7327,"REP",-9009
"St. Francis County","AR",16.8,20.9,81.9,0.6,52.8,5.5,39.8,54.7,9388,10979,64600,2.41,35348,18447,634.77,4,86.5,19.2,44.8,1329,23090,28258,44.5,316233,2408,"DEM",362
"St. Francois County","MO",16.6,21,84.8,0.5,4.6,1.7,91.6,68.5,24898,30442,121000,2.39,46466,22578,451.89,1.7,82.5,25.4,46.6,4414,66922,65359,144.6,882776,4373,"REP",-13467
"St. Helena Parish","LA",20.6,20.7,77.5,0.2,52,2,44.5,78.9,3857,5418,100100,2.63,43886,24380,408.4,3.7,90.5,37.9,52.1,446,10920,11203,27.4,80033,788,"DEM",632
"St. James Parish","LA",17.7,22.9,85.4,0.4,48.8,1.8,48.4,79,7719,9036,158500,2.73,51603,26739,241.54,2.5,93.4,27.1,51.8,809,20192,22102,91.5,128589,1569,"DEM",556
"St. John the Baptist Parish","LA",14.7,24.5,86.1,1.2,58.4,6.7,33.1,78.5,15270,17879,153900,2.79,57429,25968,213.07,6.8,89.2,29.5,51.2,2104,42477,45924,215.5,479166,3758,"DEM",6044
"St. Johns County","FL",20.6,21.6,94.8,3.3,5.6,7.5,81.9,80.4,88773,116385,304700,2.73,82252,43194,600.66,8.5,82.7,27.4,51.3,20491,273425,190039,316.4,2502633,18723,"REP",-47096
"St. Joseph County","IN",16.2,23.4,88.5,2.7,13.8,9.1,71.8,68.2,101872,117522,129000,2.53,52769,28215,457.85,10,86.3,21.3,51.3,12975,272912,266931,583,3775345,18889,"DEM",6732
"St. Joseph County","MI",18.5,24.1,87,0.7,2.5,8.4,86.1,74.6,24150,28058,122300,2.49,52086,26248,500.59,9.9,87,21.8,50,3966,60939,61295,122.4,631761,3787,"REP",-8865
