"County","State","pct_more_65y","pct_less_18y","pct_high_school","pct_asian","pct_black","pct_latino","pct_white","pct_homeownership","households","housing_units","median_value_occupied_units","pers_houshold","median_household_income","income_capita","land_area","lang_other_eng","living_same_house","mean_travel_time_work","pct_female","veterans","pop_2020","pop_2010","pop_square_mile","retail_sales","total_firms","party","diff_Biden_Trump"
"Abbeville County","SC",22.4,19.8,81.7,0.4,27.6,1.6,68.9,75,9660,12245,90800,2.46,38741,22646,490.48,2.8,90.4,28.1,51.6,1559,24295,25417,51.8,91371,1450,"REP",-4114
"Acadia Parish","LA",15.8,25.8,79,0.3,18,2.8,77.3,71.1,22236,26657,118000,2.76,43396,23122,655.12,10,89.8,28.9,51.1,2690,57576,61773,94.3,602739,4664,"REP",-17153
"Accomack County","VA",24.6,20.7,81.5,0.8,28.8,9.1,59.9,66.8,13438,21319,171800,2.35,46073,26018,449.5,11.5,93,22.9,51.3,2606,33413,33164,73.8,348195,2997,"REP",-1594
"Ada County","ID",14.9,23.2,95.2,2.7,1.4,8.5,84.3,69.3,173353,192630,270800,2.58,66293,34919,1052.58,8.7,83.7,20.7,49.9,29924,494967,392365,372.8,5766679,41789,"REP",-10160
"Adair County","IA",23,21.8,94.2,0.5,0.6,2.5,95.1,74.3,3200,3718,104600,2.17,53363,30822,569.27,3.2,86.1,25.1,50.2,492,7496,7682,13.5,63002,914,"REP",-1719
"Adair County","KY",19.2,19.9,79.6,0.4,2.9,2.2,93,76.1,6977,8632,96400,2.56,38021,21196,405.28,2.6,89,26.4,50.2,1104,18903,18656,46,204296,1725,"REP",-5884
"Adair County","MO",15.1,17.9,90.1,2.6,3.4,2.6,89.4,60.1,9258,11645,126800,2.45,41929,22847,567.32,5.9,75.1,16.8,52,1176,25314,25607,45.1,336233,2175,"REP",-2703
"Adair County","OK",15.8,27,80.8,0.8,0.6,7.1,39.4,69.3,7733,9415,87600,2.86,34695,17026,573.48,8.3,90.2,26.7,50,1268,19495,22683,39.6,123351,1864,"REP",-4198
"Adams County","CO",10.7,26.1,83.8,4.5,4,40.8,49,66.2,166450,178519,307600,3,71202,30313,1167.65,29,84.7,29.8,49.4,26796,519572,441603,378.2,5548735,34447,"DEM",38545
"Adams County","IA",23.7,20.9,93.8,0.7,0.5,1.4,96.1,81.7,1598,2012,87500,2.21,49255,28440,423.44,1.5,88.7,21.3,50.1,272,3704,4029,9.5,21326,284,"REP",-940
"Adams County","ID",29.9,17.3,90.2,0.9,0.4,3.6,91.6,80.3,1757,2705,215500,2.29,48856,28026,1363.06,3.5,81.6,24.8,48.6,531,4379,3976,2.9,26787,321,"REP",-1350
"Adams County","IL",20.7,22.6,92.5,0.9,3.9,1.8,91.4,71.8,27112,30244,127800,2.38,52993,30343,855.2,2.1,88.9,17.3,50.7,4516,65737,67103,78.5,1066523,5074,"REP",-15587
"Adams County","IN",15.9,31.4,84.7,0.4,0.6,4.5,93.6,77.1,12481,13403,129300,2.79,52504,23316,339.03,14.8,87.7,21.9,50,1430,35809,34387,101.4,377228,3500,"REP",-7450
"Adams County","MS",19.6,19.9,77.9,0.6,53.4,10.1,35.5,62.4,11237,14732,92100,2.56,29936,18386,462.41,9.1,92.3,22.3,48,1486,29538,32297,69.8,488747,3323,"DEM",2221
"Adams County","ND",28.5,19.3,94.5,2.8,0.9,1.6,92.2,73.5,1035,1442,121200,2.16,56681,33458,987.62,3.8,92.4,14.6,50.5,136,2200,2343,2.4,43133,333,"REP",-723
"Adams County","NE",18.9,23.4,90,1.3,1.3,11,85.1,66.5,12712,13964,128500,2.35,53023,28729,563.27,8.6,84.9,16.8,50.2,1834,31205,31364,55.7,453261,2921,"REP",-5872
"Adams County","OH",18.5,23.8,80.2,0.4,0.5,1,96.2,70.8,10673,12952,105300,2.57,39079,22366,583.87,1.7,89.3,36.6,50.4,1784,27477,28550,48.9,224892,2248,"REP",-7714
"Adams County","PA",21.1,19.8,88.8,0.9,2,7.3,88.7,78,39345,42756,205800,2.5,67253,31590,518.67,6.3,89.1,28.3,50.8,7792,103852,101407,195.5,801241,7450,"REP",-19316
"Adams County","WA",11.3,35.9,66.9,1.4,2.2,64.7,32.5,63.1,5973,6722,154500,3.24,48294,20248,1924.98,55,86.7,18.6,48.9,544,20613,18728,9.7,157812,1163,"REP",-2093
"Adams County","WI",30.2,14.1,87.5,0.6,2.9,4.2,90.3,83.3,9062,17887,131100,2.09,46369,27241,645.65,4.9,87.9,27.9,46.8,1940,20654,20875,32.3,192300,1155,"REP",-3033
"Aiken County","SC",19.9,21.4,88,1.2,25.3,5.9,65.8,72.6,67598,78520,147300,2.45,51399,28396,1071.03,6.4,88,25,51.7,13195,168808,160099,149.5,1749453,12138,"REP",-19314
"Aitkin County","MN",33.8,16.5,91.2,0.3,0.6,1.4,93.8,82.2,7681,17033,183200,2.03,49351,29275,1821.66,2.7,91.3,27.8,49.5,1743,15697,16202,8.9,173292,1445,"REP",-2651
"Alachua County","FL",14.6,17.9,92.6,6.2,20.6,10.5,60.6,55,97995,120226,186700,2.55,49689,28646,875.02,14.2,77.9,22.4,51.8,15162,278468,247336,282.7,3208691,20110,"DEM",38732
"Alamance County","NC",17.1,22,86.3,1.7,20.9,13.1,62.9,65.2,64439,72827,154800,2.46,49688,27312,423.94,12.6,85.9,24.2,52.5,9184,171415,151131,356.5,2108413,10990,"REP",-7231
"Alameda County","CA",14.3,20.3,88.4,32.3,11,22.3,30.6,53.5,577177,622922,769300,2.82,99406,47314,739.02,45.6,87.2,34.3,50.7,48602,1682353,1510271,2043.6,20901014,150564,"DEM",481350
"Alamosa County","CO",13.9,24.2,86.9,1.7,1.8,47.6,47.1,57.8,6162,7160,157500,2.44,37515,22131,722.64,30.1,82.1,14.6,50.1,791,16376,15445,21.4,280686,1674,"REP",-54
"Albany County","NY",17.4,18.3,92.1,6.8,14.1,6.3,71.6,56.4,126540,142892,222500,2.29,66252,37635,522.8,13.2,84.9,20.9,51.6,14955,314848,304204,581.9,5762775,23912,"DEM",48393
"Albany County","WY",12.2,16.1,95.9,3.9,2,9.7,81.9,51,15944,19540,235000,2.26,49322,29146,4273.84,10.8,67.4,12.7,48.2,2325,37066,36299,8.5,479554,3396,"DEM",513
"Albemarle County","VA",19.3,19.7,92.1,5.5,9.7,5.8,76.9,63.3,41496,47081,356100,2.42,79880,44799,720.7,11.7,80.2,22,52.1,6705,112395,98970,137.3,1497509,11062,"DEM",21662
"Alcona County","MI",36.1,12.6,89.3,0.4,0.5,1.6,95.3,88.8,4988,11241,112000,2.05,40484,25636,674.59,2.2,90.8,25.8,49.7,1325,10167,10942,16.2,52481,933,"REP",-2706
"Alcorn County","MS",18.8,22.5,81.3,0.4,12.4,3.2,82.7,68.7,14649,17330,102700,2.49,42086,23909,400.04,2.7,87.3,22.4,51.3,1759,34740,37057,92.6,537985,3200,"REP",-10036
"Alexander County","IL",23.1,22.2,86.5,0.3,31.8,1.9,63.7,73.7,2154,3962,56000,2.85,36806,19519,235.51,0.8,89.8,30.3,51.4,496,5240,8238,35,24207,523,"REP",-372
"Alexander County","NC",20.4,19.9,82.4,1,5.9,4.8,86.7,75.7,14169,16609,136500,2.53,48756,26688,259.99,6,90.3,24.5,49,2052,36444,37198,143.1,194767,2907,"REP",-11743
"Alexandria city","VA",11.3,18.2,93,5.9,21.8,16.7,51.9,43.3,70598,118880,572900,2.21,100939,62679,15.03,33.5,79,31.9,51.8,11220,159467,139966,9314.3,2416013,17540,"DEM",51696
"Alfalfa County","OK",20.3,19.4,85.2,0.4,4.7,6,83.1,80.2,1870,2714,85700,2.53,61852,27615,866.46,5.5,86.5,20.2,40.3,529,5699,5642,6.5,57139,518,"REP",-1746
"Alger County","MI",26.3,15,89.9,0.5,7.3,1.7,83.4,84,3007,6718,136200,2.7,45570,20851,915.07,1.5,84.5,25.3,44.7,843,8842,9601,10.5,64637,806,"REP",-961
"Allamakee County","IA",23.5,23.5,88.3,0.5,1.6,7.1,90,79.3,5953,7857,130400,2.27,52216,27892,639.08,11.3,89.2,23.3,49,898,14061,14330,22.4,144626,1300,"REP",-2159
"Allegan County","MI",17,23.8,90.9,0.9,1.6,7.5,88.1,82.6,43416,51987,165400,2.65,62965,29215,825.23,6,91,23.9,50,4913,120502,111408,135,949923,9835,"REP",-16943
"Allegany County","MD",20.6,17.3,90.2,1.1,8.3,1.9,86.7,68.8,27399,32737,120700,2.31,45893,23607,424.16,4,84.6,21.8,47.9,5018,68106,75087,177,922837,4323,"REP",-11728
"Allegany County","NY",19.6,20.1,90.8,1.3,1.4,1.7,94.3,76.2,17948,26419,76400,2.33,48412,24857,1029.31,4.9,87.8,22,49.2,3454,46456,48946,47.6,271076,2710,"REP",-8087
"Alleghany County","NC",28,17,77.5,0.8,1.8,9.9,86.7,76.3,4920,8215,139800,2.21,37830,23267,235.06,7.6,92,24.3,50.4,855,10888,11155,47.5,67890,1132,"REP",-3041
"Alleghany County","VA",25.5,18.3,86,0.3,4.7,1.6,91.4,76.2,6600,8010,119700,2.24,47673,27338,445.46,1.8,91.3,25.6,51.1,1042,15223,16250,36.5,75144,893,"REP",-3616
"Allegheny County","PA",19.3,18.6,94.6,4.2,13.4,2.3,78.1,64.3,541541,604258,154700,2.19,61043,38709,730.08,7.5,85.9,27.2,51.6,73723,1250578,1223348,1675.6,20553747,96501,"DEM",147846
"Allen County","IN",14.9,25.6,89.4,4.6,12,7.7,73.1,68.4,145065,160687,129300,2.53,54857,29160,657.31,11.1,84.9,21.6,51.1,20041,385410,355329,540.6,5197668,28567,"REP",-18894
"Allen County","KS",21,22.2,91.9,1.2,2.2,3.8,89.5,70.8,5372,6342,79300,2.26,45333,23734,500.3,2.4,86.1,17.8,50.8,852,12526,13371,26.7,152787,1497,"REP",-2596
"Allen County","KY",18.1,23,82.1,0.3,1.3,2.4,94.6,74.9,7605,9526,120600,2.72,44036,22294,344.34,6.4,89.8,25.3,50.4,1046,20588,19956,58,111261,1242,"REP",-5945
"Allen County","OH",18.1,23,90.3,0.8,12.5,3.3,80.6,67.1,40650,45188,118100,2.44,53131,26761,402.5,3.1,85.4,19.7,49.5,6474,102206,106331,264.2,1641522,7252,"REP",-18967
"Allen Parish","LA",15.2,22.4,79.7,0.6,22.7,2.3,70.9,74.5,7925,10052,97500,2.69,46446,20964,761.85,9.9,83.6,28,43.5,1272,22750,25764,33.8,157559,1170,"REP",-5466
"Allendale County","SC",20.9,19,79.8,0.9,72.8,3.7,22.3,68.2,3365,4518,49200,2.35,27185,16985,408.09,4,90.1,28.6,48,540,8039,10419,25.5,33904,672,"DEM",1883
"Alpena County","MI",23.9,18.7,91.9,0.6,0.5,1.5,95.5,77.9,12752,16076,96500,2.19,43363,25957,571.86,3,86.7,16.7,50.6,2555,28907,29598,51.8,448820,2322,"REP",-4686
"Alpine County","CA",26.4,17.7,91.2,1.6,0.4,12.3,61.3,84,350,1782,365300,2.87,63750,36739,738.33,9.7,90.9,18.1,46.1,79,1204,1175,1.6,576,125,"DEM",232
"Amador County","CA",27.5,15.1,90,1.7,2.7,14.5,77.3,76.5,14594,18625,313700,2.38,62772,31987,594.58,10.6,87.7,32.7,45.6,3810,40474,38091,64.1,321498,2807,"REP",-5432
"Amelia County","VA",20.1,20.8,83.9,0.6,20.4,3.2,74,84.4,4954,5677,201400,2.59,57946,31688,355.27,3.8,89.8,39.9,50.7,980,13265,12690,35.7,71057,893,"REP",-2979
"Amherst County","VA",21.6,19.3,85.6,0.6,19.1,2.4,74.9,77.1,12160,14266,155600,2.52,52888,26712,473.93,2.8,87.4,27.3,51.4,2565,31307,32353,68.3,273370,2117,"REP",-5369
"Amite County","MS",24.1,20.3,81.9,0.2,40,1.3,57.9,84.9,5218,6864,83600,2.36,33981,21568,730.1,1,95.9,39.9,51.7,698,12720,13131,18,39229,823,"REP",-1883
"Anderson County","KS",21.5,25.7,91,0.7,0.6,2.1,94.1,74.4,3101,3755,95700,2.49,50213,24309,579.65,2.2,87.5,26.1,50.3,564,7836,8102,14,92144,575,"REP",-2109
"Anderson County","KY",16.3,23.5,89.9,0.7,2.1,1.9,93.4,76.1,8694,9539,149800,2.57,55334,27250,201.83,2.2,84.3,26.6,51,1180,23852,21421,106.1,188884,1461,"REP",-6313
"Anderson County","SC",18.3,22.7,85.3,1,16.3,4,77.1,71.7,76798,89884,145800,2.55,50865,27552,715.43,4.5,86.3,24,51.9,14043,203718,187126,261.6,2189557,15115,"REP",-40396
"Anderson County","TN",20.3,21.2,87,1.5,4.1,3.2,88.9,67.9,30541,35143,146200,2.45,50392,28455,337.16,4.8,85.1,24.7,51.3,6027,77123,75129,222.8,916100,5799,"REP",-11443
"Anderson County","TX",15,19,81.3,0.9,21.9,18.2,58.3,69.6,16677,20632,101900,2.66,43455,17280,1062.6,14.8,84.8,23.4,38.6,4049,57922,58458,55,572105,3107,"REP",-11155
"Andrew County","MO",19.4,22.9,91.7,0.6,1.2,2.7,93.9,79.9,6763,7319,147900,2.56,58772,29338,432.7,2.4,92.1,24.1,50.5,1140,18135,17291,40,103752,1339,"REP",-4904
"Andrews County","TX",9.8,31,72.3,0.7,2,56.6,39.9,74.1,5573,6354,143900,3.22,76158,30673,1500.71,43.7,82.8,23.6,48.8,674,18610,14786,9.9,169819,1324,"REP",-4093
"Angelina County","TX",16.6,25.4,81.9,1.1,15.7,22.7,59.9,66.2,31035,37250,107600,2.72,50453,23147,797.78,18.5,83.4,20.6,51.2,5728,86395,86771,108.8,1274727,6330,"REP",-15933
"Anne Arundel County","MD",15,22.3,92.4,4.2,18.3,8.4,66.7,74.2,209814,227936,361200,2.64,100798,46629,414.9,11.4,85.2,31.4,50.5,51093,588261,537656,1295.9,8758765,46997,"DEM",45002
"Anoka County","MN",14.5,23.7,94,5,7.4,4.9,79.7,80.1,128198,134681,232400,2.71,82175,36978,423.01,11.5,88.6,27.8,50,19625,363887,330844,782.1,3982068,27369,"REP",-4009
"Anson County","NC",19.3,19.8,80.7,1.5,48.5,4.1,44.3,66.1,9521,11668,91200,2.42,40213,21635,531.45,5.3,89.4,26.7,48.7,1465,22055,26948,50.7,181255,1531,"DEM",468
"Antelope County","NE",24.1,23.6,93,0.5,0.4,3.4,94.9,75.5,2714,3336,82000,2.31,49912,26523,857.22,4.1,90.2,15.1,49.5,494,6295,6685,7.8,70221,854,"REP",-2641
"Antrim County","MI",28,17.7,91.7,0.3,0.4,2.5,94.4,87.1,9899,18193,160500,2.32,56165,31851,475.7,2.3,89.1,24.6,50.2,2004,23431,23580,49.6,169645,2534,"REP",-3788
"Apache County","AZ",15.8,27,80.4,0.5,0.6,6.6,18,78.9,20867,33023,59900,3.37,32508,15128,11197.52,53.8,93.8,26.9,50.6,3079,66021,71518,6.4,324317,2787,"DEM",11851
"Appanoose County","IA",22.9,22.6,90.2,0.7,0.9,2.2,94.6,71,5353,6646,81400,2.3,40167,26012,497.29,2.9,87.6,21,50.5,887,12317,12887,25.9,138799,1388,"REP",-2621
"Appling County","GA",17.7,24.5,74.9,0.8,19.6,10,68.7,76.4,6656,8613,80200,2.69,40304,21300,507.08,10.6,93.7,22.9,50.2,907,18444,18236,36,211266,1392,"REP",-4786
"Appomattox County","VA",21.2,21,85.9,0.4,18.5,1.9,77.1,77.8,6091,7424,158800,2.57,58696,28586,333.49,1.7,94.6,29.5,51.5,1407,16119,14973,44.9,143824,962,"REP",-4284
"Aransas County","TX",28.9,17.7,84.5,2.1,1.7,27.9,66.8,80.2,9548,16238,156800,2.52,45137,30863,252.07,19.9,84.9,20.8,50.5,2414,23830,23158,91.9,288881,2712,"REP",-6323
"Arapahoe County","CO",13.5,23.3,92.6,6.6,11.5,19.8,59.4,63.5,240304,257325,358200,2.66,77469,40443,798.1,23.4,81.8,28.1,50.4,39149,655070,572003,716.7,9404716,61297,"DEM",86284
"Archer County","TX",19.6,21.5,90.3,0.5,1.1,8.2,88.3,83.7,3452,4184,146200,2.5,63835,34617,903.11,5.7,91.2,18.9,51.1,601,8560,9054,10,25491,986,"REP",-3854
"Archuleta County","CO",27.3,17.7,92.3,1.2,0.7,18.4,76.8,72.2,5858,9685,314400,2.23,52221,31629,1350.18,8.7,87.8,18.1,49.6,1254,13359,12084,8.9,130827,2070,"REP",-1451
"Arenac County","MI",25.8,18.1,88.5,0.3,0.5,2,94.3,83.8,6571,9885,94400,2.26,42290,24328,363.19,1.8,89,28.2,49.6,1195,15002,15899,43.8,150754,1286,"REP",-3154
"Arkansas County","AR",20.3,22.9,83.9,0.8,25.1,3.4,69.1,65.2,7491,9486,88600,2.36,46696,26386,988.77,2,87.1,15.5,51.7,1018,17149,19019,19.2,335961,1575,"REP",-2486
"Arlington County","VA",11.1,18.1,94.3,11,9.7,15.6,61.4,42.7,107032,118880,705400,2.15,120071,71841,25.97,29.7,79.6,29.2,49.9,12177,238643,207627,7993.6,2608839,21665,"DEM",83026
"Armstrong County","PA",22.6,19.1,90.3,0.3,0.9,0.8,97,76,28137,32841,109400,2.31,51410,27715,653.2,2.5,92.8,30.7,50.2,5267,65558,68941,105.5,551223,4749,"REP",-19032
"Armstrong County","TX",24.9,22.6,86.9,0.4,1.2,9.2,88.1,88,694,927,139700,2.76,72500,31749,909.11,6.4,91.8,26.4,51.1,169,1848,1901,2.1,8002,62,"REP",-960
"Arthur County","NE",21.4,25.3,93.7,0.2,0.8,4.3,94.2,66.5,197,253,111300,2.17,42813,25906,715.36,5.1,90.8,22.8,51,20,434,460,0.6,8002,65,"REP",-239
"Ascension Parish","LA",12.3,26.6,88.6,1.4,24,6,67.5,81.5,43032,49462,207400,2.84,80527,34168,289.98,6.1,89.1,29.5,50.8,5018,126500,107215,369.7,1538904,8748,"REP",-20288
"Ashe County","NC",26.6,17.4,85.1,0.5,1,5.1,92.3,75.9,11938,17879,153200,2.21,40962,24814,426.14,5.3,93.9,24.9,51,1464,26577,27281,64,273003,2555,"REP",-7287
"Ashland County","OH",19.1,22.3,88.5,0.7,0.9,1.5,95.5,73.8,20417,22379,128400,2.51,52823,26017,422.95,5.1,85.2,22.9,50.8,3283,52447,53139,125.6,486054,4140,"REP",-12866
"Ashland County","WI",20.2,22,92.2,0.6,0.5,3,82.2,68.3,6565,9645,113100,2.29,42510,23946,1045.04,3.2,87.2,16.6,49.8,1144,16027,16157,15.5,214159,1553,"DEM",960
"Ashley County","AR",20.9,22.4,83.3,0.3,24.7,5.7,68.5,77.5,7757,10191,76400,2.59,44744,23391,925.35,5.2,90.6,20.3,51.3,973,19062,21853,23.6,185207,1193,"REP",-3423
"Ashtabula County","OH",19.6,22,86,0.5,3.8,4.4,89.3,70.5,37832,46269,112700,2.49,46700,24265,701.93,7.1,88,25,49.5,7549,97574,101497,144.6,1081075,6798,"REP",-10393
"Asotin County","WA",24,20,91.4,1,0.8,4.4,89.8,70.7,9101,10125,198100,2.44,53715,29695,636.21,4.2,83.1,16.7,51.1,2080,22285,21623,34,285863,1274,"REP",-3069
"Assumption Parish","LA",18.7,21.2,74.4,0.4,29.6,3.3,65.4,78.1,8552,10939,118600,2.6,43759,25752,338.66,12.6,91.6,30.9,51.4,1157,21039,23421,69.2,121030,1520,"REP",-3438
"Atascosa County","TX",14.9,27.2,77.1,0.6,1.4,64.8,32.8,75.3,15546,18725,97900,3.16,55366,23890,1219.54,38.5,88.3,30.5,50.2,3194,48981,44911,36.8,564725,4106,"REP",-6163
"Atchison County","KS",17.6,22.8,92.7,0.7,4.8,3.2,88.2,69.4,5958,6947,110400,2.48,50439,24237,431.17,1.3,86.3,19.4,51.4,981,16348,16924,39.3,126876,925,"REP",-2512
"Atchison County","MO",26.2,20.2,91.5,0.4,0.5,1.5,96.1,69.7,2562,2952,84900,2,50236,31248,547.3,1.1,91.2,19.4,50,421,5305,5685,10.4,109793,737,"REP",-1635
"Athens County","OH",13.6,14.4,90,3.1,2.8,1.9,89.7,57.8,22557,26673,129600,2.49,40905,22040,503.6,5.3,69.2,20.7,50.4,3191,62431,64757,128.6,695105,3704,"DEM",3910
"Atkinson County","GA",14.5,26.2,67.2,1,17.4,25.4,56,73.3,2880,3517,62700,2.85,37197,20338,339.38,21.8,94.4,24.6,49.2,318,8286,8375,24.7,43844,479,"REP",-1475
"Atlantic County","NJ",18.6,21.1,87,8.1,17.1,19.4,56,67.1,99850,128930,217900,2.61,62110,33284,555.7,27,86.9,24.9,51.6,12325,274534,274549,494.1,4292714,21211,"DEM",9370
"Atoka County","OK",20,22.4,83.2,0.8,3.9,3.6,70.2,73.4,5284,6421,102900,2.34,39316,20443,975.52,3.4,84.9,25.9,47.9,900,14143,14182,14.5,129787,1173,"REP",-3792
"Attala County","MS",19.5,24.9,77.6,0.4,43.6,2,53,72.5,6941,9299,80700,2.6,33767,21276,734.98,2.3,84.5,32.6,52.7,940,17889,19564,26.6,192464,1213,"REP",-1636
"Audrain County","MO",18.2,22.5,86.2,0.5,6.9,3.3,87.2,68.5,9286,10931,97900,2.56,44261,23024,692.24,4.3,85.1,22.5,54.1,1714,24962,25529,36.9,253719,2007,"REP",-5028
"Audubon County","IA",24.7,21.1,89.5,0.7,0.6,1.9,95.9,76.8,2649,3012,79500,2.06,52055,30344,442.96,1.4,88.3,18.5,51.3,397,5674,6119,13.8,40260,636,"REP",-1224
"Auglaize County","OH",18.9,24,92.7,0.6,0.7,1.8,95.7,75.7,18888,20138,147300,2.39,64074,31198,401.39,1.9,88.8,19.6,50,2638,46422,45949,114.5,491807,3456,"REP",-16147
"Augusta County","VA",21.9,18.5,87.4,0.6,4.7,3.1,90.2,79.3,29539,32851,214000,2.4,62711,30272,967,3.4,87.3,23.9,49.2,5648,77487,73750,76.3,621286,5645,"REP",-19874
"Aurora County","SD",20.7,24.8,87,0.7,0.7,7.2,87.8,75.3,1182,1384,85800,2.19,64083,37086,708.43,7.7,92.4,17.5,47.1,175,2747,2710,3.8,10838,153,"REP",-735
"Austin County","TX",19.8,23.8,84,0.8,9.3,27.8,61.4,76.2,11301,13521,196300,2.61,66206,30219,646.51,20.7,91.6,29.1,50.3,1319,30167,28417,44,272438,2815,"REP",-8496
"Autauga County","AL",16,23.2,88.5,1.2,20.1,3,73.8,73.3,21397,23896,154500,2.56,58731,29819,594.44,4.3,87.9,24.4,51.5,5272,58805,54571,91.8,607854,2949,"REP",-12335
"Avery County","NC",22.9,14.7,83.6,0.6,4.7,5.1,88.5,75.3,6551,14388,144000,2.14,40340,21167,247.09,6.3,86.4,19.9,45.8,851,17806,17797,72,195454,1481,"REP",-4981
"Avoyelles Parish","LA",17.3,23.4,76.8,0.5,29.8,2.1,64.9,69.5,15163,18690,104200,2.43,38565,22017,832.43,10.8,87.9,31,49.7,2218,39693,42073,50.5,354718,3090,"REP",-7049
"Baca County","CO",24.4,22.2,86.2,0.4,1.1,11.3,83.9,71,1662,2259,83500,2.09,35878,24061,2554.97,7.4,86.4,13,49.8,223,3506,3788,1.5,38425,443,"REP",-1550
"Bacon County","GA",16.8,25.4,82.1,0.8,16.2,8.6,73.4,72.4,3874,4821,81100,2.7,37519,20326,258.58,7.1,88.5,20.9,51.1,582,11140,11096,42.9,72655,937,"REP",-3392
"Bailey County","TX",14.8,30.8,76.9,0.9,2.1,64,33,74.6,2054,2782,69700,3.35,52273,21945,826.8,48.1,92.1,16.7,49.8,249,6904,7165,8.7,49021,557,"REP",-1025
"Baker County","FL",14.1,23.9,85.7,0.7,14.2,2.8,80.4,75.3,8693,10215,138900,2.92,63275,24686,585.23,4.7,81.6,31.7,47.4,2063,28259,27115,46.3,217349,1255,"REP",-9874
"Baker County","GA",23.7,19.5,80.6,1.2,44,6.4,47.9,65.3,1425,1664,81800,2.2,32917,22525,341.94,7.7,94.1,29.1,50.8,188,2876,3451,10.1,4703,335,"REP",-245
"Baker County","OR",26.5,19.8,91,0.9,0.7,4.7,89.7,70.7,6921,9096,173100,2.23,45998,28700,3068.36,4.1,81.3,15.4,49,1899,16668,16134,5.3,198861,1748,"REP",-5006
"Baldwin County","AL",21,21.3,90.8,1.1,8.8,4.7,83.2,75.2,80930,119412,197900,2.59,58320,32626,1589.78,5.4,88.3,26.9,51.5,19663,231767,182265,114.6,3145789,19732,"REP",-58966
"Baldwin County","GA",16.5,18.5,85.8,1.7,42.5,2.3,52.4,58.5,16191,20725,120300,2.51,43672,21716,257.84,4.2,82.1,22.5,49.3,2479,43799,45720,177.3,554505,3709,"DEM",237
"Ballard County","KY",21.9,20.9,87.2,0.5,3.4,1.5,92,80.7,3065,3924,102900,2.58,45048,25217,246.66,4,92,23.1,50.3,680,7728,8249,33.4,57633,638,"REP",-2531
"Baltimore city","MD",13.6,20.7,85.2,2.6,62.4,5.3,27.5,47.5,239116,85235,160100,2.45,50379,31271,80.94,9.9,83.6,31.4,53,28002,585708,620961,7671.5,3647668,50735,"DEM",181886
"Baltimore County","MD",17.6,21.6,91.5,6.3,30.3,5.8,55.8,66.1,313519,338291,261500,2.58,76866,40105,598.3,14.8,87.9,29.8,52.7,42429,854535,805029,1345.5,12645701,75371,"DEM",112207
"Bamberg County","SC",22.4,18.8,80.3,0.5,60.3,2.3,36.2,70.6,5334,7725,75400,2.49,31422,18479,393.37,2.7,89.1,26.6,52.1,739,13311,15987,40.6,95285,850,"DEM",1593
"Bandera County","TX",27.9,16.5,89.3,0.6,1.1,19.8,76.7,85,8399,12058,174200,2.59,58661,29561,790.96,11.3,85.2,37.6,50.4,2661,20851,20485,25.9,81168,1907,"REP",-7552
"Banks County","GA",17.7,22.2,75.9,1.1,2.9,7.2,87.3,75.4,6740,7838,151100,2.78,47811,21403,232.09,6.6,94,31.9,49.2,1207,18035,18395,79.3,213696,1262,"REP",-6863
"Banner County","NE",24,24.4,97,0.3,1.3,5.8,91.8,69.6,283,366,139900,2.55,51750,27552,746.11,5.6,92.7,27,51.5,45,674,690,0.9,8002,37,"REP",-319
"Bannock County","ID",14.7,25.9,92.5,1.6,1.1,8.9,83.4,67.5,31155,34852,160000,2.68,51734,25076,1111.99,7.4,80.6,18.1,50.3,5084,87018,82839,74.5,1155265,6403,"REP",-8649
"Baraga County","MI",22.7,17,89.2,0.4,8,1.7,72,80.3,3107,5306,102200,2.34,46065,22920,898.26,3.2,88.1,18.6,44.9,616,8158,8860,9.9,53128,387,"REP",-1034
"Barber County","KS",23.1,23.2,91.1,0.5,1,4.7,91.3,71.8,1923,2735,72300,2.38,50174,27648,1134.07,5.1,90.6,16.7,48.7,287,4228,4861,4.3,76391,750,"REP",-1708
"Barbour County","AL",19.7,20.6,73.2,0.5,48.2,4.5,45.5,60.9,9345,12080,90700,2.41,32525,18473,884.88,7.1,85.5,22.4,47.1,1328,25223,27457,31,206477,1687,"REP",-806
"Barbour County","WV",20.7,19.7,85.3,0.3,1,1.1,95.5,72,6324,7913,110300,2.54,38459,22899,341.06,2.4,90.4,26.7,51.1,1261,15465,16589,48.6,89576,1098,"REP",-3659
"Barnes County","ND",23.2,19.6,92.3,0.9,1.8,2.2,92.5,69.3,5074,6046,141400,2,58365,35491,1491.55,2.9,86.5,17.7,49.6,750,10853,11066,7.4,121730,1005,"REP",-1748
"Barnwell County","SC",18.9,23.7,79.8,1,43.9,2.7,50.8,69.6,8360,10603,81900,2.52,35803,20297,548.39,2.4,87.4,31.4,52.1,1140,20589,22621,41.2,167121,1652,"REP",-772
"Barren County","KY",18,23.5,83,0.8,4.2,3.4,90,66.7,16931,19928,125400,2.55,41459,21869,487.54,4.3,85.1,21.3,51.6,2059,44485,42173,86.5,562843,3621,"REP",-9527
"Barron County","WI",22.6,21.5,90.2,0.7,1.6,2.6,93,74.7,18907,24407,153200,2.35,52703,29681,862.71,4.2,88.5,20.7,50,3226,46711,45870,53.2,713305,4231,"REP",-6609
